Case_ID,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,Scale_ID,RawScore,DecileScore,ScoreText,AssessmentType
52103,PRETRIAL,Male,Other,79,22,Intake,English,Pretrial,Jail Inmate,Separated,1,8,0.0586,1,Low,New
52103,PRETRIAL,Male,Other,79,22,Intake,English,Pretrial,Jail Inmate,Separated,1,18,0.3592,1,Low,New
52118,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0532,5,Medium,New
52118,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0817,6,Medium,New
52118,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.4757,3,Low,New
52122,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.074,9,High,New
52122,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.1039,10,High,New
52122,PRETRIAL,Male,African-American,75,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.8058,10,High,New
52132,PRETRIAL,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Divorced,1,7,0.0122,1,Low,New
52132,PRETRIAL,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Divorced,1,8,0.0548,1,Low,New
52132,PRETRIAL,Male,Caucasian,68,22,Intake,English,Post Sentence,Probation,Divorced,1,18,0.4369,3,Low,New
52124,PRETRIAL,Female,Caucasian,96,22,Intake,English,Pretrial,Pretrial Defendant,Single,3,7,0.0635,8,High,New
52124,PRETRIAL,Female,Caucasian,96,22,Intake,English,Pretrial,Pretrial Defendant,Single,3,8,0.0788,6,Medium,New
52124,PRETRIAL,Female,Caucasian,96,22,Intake,English,Pretrial,Pretrial Defendant,Single,3,18,0.301,1,Low,New
52129,PRETRIAL,Male,Caucasian,76,22,Intake,English,Post Sentence,Probation,Married,2,7,0.0423,3,Low,New
52129,PRETRIAL,Male,Caucasian,76,22,Intake,English,Post Sentence,Probation,Married,2,8,0.0839,6,Medium,New
52129,PRETRIAL,Male,Caucasian,76,22,Intake,English,Post Sentence,Probation,Married,2,18,0.4951,4,Low,New
52112,Probation,Male,Caucasian,82,22,Intake,English,Post Sentence,Probation,Divorced,1,7,0.0283,1,Low,New
52112,Probation,Male,Caucasian,82,22,Intake,English,Post Sentence,Probation,Divorced,1,8,0.0674,2,Low,New
52112,Probation,Male,Caucasian,82,22,Intake,English,Post Sentence,Probation,Divorced,1,18,0.5146,5,Medium,New
52110,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0377,2,Low,New
52110,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0606,2,Low,New
52110,PRETRIAL,Male,African-American,88,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3981,2,Low,New
52116,Probation,Male,African-American,78,22,Intake,English,Post Sentence,Probation,Married,2,7,0.0379,3,Low,New
52116,Probation,Male,African-American,78,22,Intake,English,Post Sentence,Probation,Married,2,8,0.0887,7,Medium,New
52116,Probation,Male,African-American,78,22,Intake,English,Post Sentence,Probation,Married,2,18,0.6699,8,High,New
52105,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0452,4,Low,New
52105,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0876,7,Medium,New
52105,PRETRIAL,Male,African-American,73,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.7282,9,High,New
52102,PRETRIAL,Male,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0406,3,Low,New
52102,PRETRIAL,Male,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0922,8,High,New
52102,PRETRIAL,Male,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.5728,6,Medium,New
52119,Probation,Female,Caucasian,86,22,Intake,English,Post Sentence,Probation,Single,1,7,0.033,2,Low,New
52119,Probation,Female,Caucasian,86,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0682,4,Low,New
52119,Probation,Female,Caucasian,86,22,Intake,English,Post Sentence,Probation,Single,1,18,0.3398,1,Low,New
52121,PRETRIAL,Male,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.046,4,Low,New
52121,PRETRIAL,Male,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.0726,3,Low,New
52121,PRETRIAL,Male,Caucasian,81,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.3786,1,Low,New
52126,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.0658,8,High,New
52126,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.0932,8,High,New
52126,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.7476,10,High,New
52128,Probation,Female,African-American,89,22,Intake,English,Other,Probation,Single,2,7,0.0441,4,Low,New
52128,Probation,Female,African-American,89,22,Intake,English,Other,Probation,Single,2,8,0.0769,6,Medium,New
52128,Probation,Female,African-American,89,22,Intake,English,Other,Probation,Single,2,18,0.4369,3,Low,New
52107,PRETRIAL,Male,Caucasian,76,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0351,2,Low,New
52107,PRETRIAL,Male,Caucasian,76,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0781,5,Medium,New
52107,PRETRIAL,Male,Caucasian,76,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.5922,7,Medium,New
52114,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1,7,0.0517,5,Medium,New
52114,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1,8,0.0769,4,Low,New
52114,PRETRIAL,Male,African-American,91,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1,18,0.3592,1,Low,New
52177,Probation,Male,Hispanic,77,22,Intake,English,Pretrial,Jail Inmate,Separated,1,7,0.0223,1,Low,New
52177,Probation,Male,Hispanic,77,22,Intake,English,Pretrial,Jail Inmate,Separated,1,8,0.0598,1,Low,New
52177,Probation,Male,Hispanic,77,22,Intake,English,Pretrial,Jail Inmate,Separated,1,18,0.3204,1,Low,New
52131,Probation,Male,Hispanic,86,22,Intake,English,Other,Probation,Single,1,7,0.0365,2,Low,New
52131,Probation,Male,Hispanic,86,22,Intake,English,Other,Probation,Single,1,8,0.0728,3,Low,New
52131,Probation,Male,Hispanic,86,22,Intake,English,Other,Probation,Single,1,18,0.4369,3,Low,New
41631,Probation,Female,African-American,77,17,Intake,English,Post Sentence,Probation,Single,1,7,0.0425,3,Low,New
41631,Probation,Female,African-American,77,17,Intake,English,Post Sentence,Probation,Single,1,8,0.0771,5,Medium,New
41631,Probation,Female,African-American,77,17,Intake,English,Post Sentence,Probation,Single,1,18,0.534,5,Medium,New
52115,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0416,3,Low,New
52115,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0827,6,Medium,New
52115,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.3981,2,Low,New
52117,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0379,3,Low,New
52117,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0748,4,Low,New
52117,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4369,3,Low,New
52130,PRETRIAL,Male,Hispanic,79,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.0474,4,Low,New
52130,PRETRIAL,Male,Hispanic,79,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.0757,4,Low,New
52130,PRETRIAL,Male,Hispanic,79,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.8058,10,High,New
52123,PRETRIAL,Female,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0608,7,Medium,New
52123,PRETRIAL,Female,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.1027,10,High,New
52123,PRETRIAL,Female,African-American,85,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.4757,4,Low,New
52104,PRETRIAL,Female,Caucasian,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0553,6,Medium,New
52104,PRETRIAL,Female,Caucasian,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0771,6,Medium,New
52104,PRETRIAL,Female,Caucasian,91,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.3592,1,Low,New
52111,PRETRIAL,Female,Other,76,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0212,1,Low,New
52111,PRETRIAL,Female,Other,76,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0497,1,Low,New
52111,PRETRIAL,Female,Other,76,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3204,1,Low,New
52106,PRETRIAL,Male,African-American,69,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0602,7,Medium,New
52106,PRETRIAL,Male,African-American,69,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0975,9,High,New
52106,PRETRIAL,Male,African-American,69,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.5922,7,Medium,New
52109,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0419,3,Low,New
52109,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0819,6,Medium,New
52109,PRETRIAL,Male,African-American,87,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.4563,3,Low,New
52125,Probation,Male,Caucasian,61,22,Intake,English,Other,Probation,Married,1,7,0.033,2,Low,New
52125,Probation,Male,Caucasian,61,22,Intake,English,Other,Probation,Married,1,8,0.0678,2,Low,New
52125,Probation,Male,Caucasian,61,22,Intake,English,Other,Probation,Married,1,18,0.4757,3,Low,New
52133,Probation,Male,Hispanic,93,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0503,5,Medium,New
52133,Probation,Male,Hispanic,93,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0775,5,Medium,New
52133,Probation,Male,Hispanic,93,22,Intake,English,Post Sentence,Probation,Single,1,18,0.3398,1,Low,New
51228,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,7,0.0217,1,Low,Copy
51228,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,8,0.0583,2,Low,Copy
51228,PRETRIAL,Female,Caucasian,74,22,Intake,English,Pretrial,Pretrial Defendant,Single,1,18,0.3981,2,Low,Copy
45012,PRETRIAL,Male,Caucasian,65,17,Intake,English,Other,Probation,Divorced,1,7,0.0103,1,Low,Copy
45012,PRETRIAL,Male,Caucasian,65,17,Intake,English,Other,Probation,Divorced,1,8,0.0445,1,Low,Copy
45012,PRETRIAL,Male,Caucasian,65,17,Intake,English,Other,Probation,Divorced,1,18,0.4175,2,Low,Copy
52138,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.0664,8,High,New
52138,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.0973,9,High,New
52138,PRETRIAL,Male,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.6699,8,High,New
52156,Probation,Male,African-American,65,22,Intake,English,Post Sentence,Probation,Single,2,7,0.0505,5,Medium,New
52156,Probation,Male,African-American,65,22,Intake,English,Post Sentence,Probation,Single,2,8,0.0845,6,Medium,New
52156,Probation,Male,African-American,65,22,Intake,English,Post Sentence,Probation,Single,2,18,0.6311,8,High,New
52148,PRETRIAL,Male,Caucasian,83,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1,7,0.0348,2,Low,New
52148,PRETRIAL,Male,Caucasian,83,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1,8,0.0645,2,Low,New
52148,PRETRIAL,Male,Caucasian,83,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1,18,0.3204,1,Low,New
52135,PRETRIAL,Male,Caucasian,47,22,Intake,English,Pretrial,Jail Inmate,Widowed,1,7,0.0035,1,Low,New
52135,PRETRIAL,Male,Caucasian,47,22,Intake,English,Pretrial,Jail Inmate,Widowed,1,8,0.035,1,Low,New
52135,PRETRIAL,Male,Caucasian,47,22,Intake,English,Pretrial,Jail Inmate,Widowed,1,18,0.3981,2,Low,New
52143,PRETRIAL,Female,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.046,4,Low,New
52143,PRETRIAL,Female,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0676,4,Low,New
52143,PRETRIAL,Female,African-American,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.301,1,Low,New
52161,Probation,Male,Other,90,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0441,4,Low,New
52161,Probation,Male,Other,90,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0802,5,Medium,New
52161,Probation,Male,Other,90,22,Intake,English,Post Sentence,Probation,Single,1,18,0.3786,1,Low,New
52157,PRETRIAL,Male,Caucasian,60,22,Intake,English,Other,Probation,Separated,1,7,0.0085,1,Low,New
52157,PRETRIAL,Male,Caucasian,60,22,Intake,English,Other,Probation,Separated,1,8,0.0402,1,Low,New
52157,PRETRIAL,Male,Caucasian,60,22,Intake,English,Other,Probation,Separated,1,18,0.3398,1,Low,New
52140,PRETRIAL,Male,Hispanic,93,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0503,5,Medium,New
52140,PRETRIAL,Male,Hispanic,93,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0697,3,Low,New
52140,PRETRIAL,Male,Hispanic,93,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3981,2,Low,New
52141,PRETRIAL,Male,Hispanic,54,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.012,1,Low,New
52141,PRETRIAL,Male,Hispanic,54,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0489,1,Low,New
52141,PRETRIAL,Male,Hispanic,54,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3204,1,Low,New
52153,PRETRIAL,Male,African-American,93,17,Intake,English,Post Sentence,Probation,Single,3,7,0.0633,8,High,New
52153,PRETRIAL,Male,African-American,93,17,Intake,English,Post Sentence,Probation,Single,3,8,0.0757,3,Low,New
52153,PRETRIAL,Male,African-American,93,17,Intake,English,Post Sentence,Probation,Single,3,18,0.3592,1,Low,New
52159,Probation,Female,Hispanic,81,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0252,1,Low,New
52159,Probation,Female,Hispanic,81,22,Intake,English,Post Sentence,Probation,Single,1,8,0.068,4,Low,New
52159,Probation,Female,Hispanic,81,22,Intake,English,Post Sentence,Probation,Single,1,18,0.3786,1,Low,New
52145,Probation,Male,Hispanic,94,22,Intake,English,Other,Probation,Single,4,7,0.0664,8,High,New
52145,Probation,Male,Hispanic,94,22,Intake,English,Other,Probation,Single,4,8,0.1004,10,High,New
52145,Probation,Male,Hispanic,94,22,Intake,English,Other,Probation,Single,4,18,0.5534,6,Medium,New
52146,DRRD,Male,African-American,77,17,Intake,English,Probation Violator,Probation,Single,3,7,0.0439,3,Low,New
52146,DRRD,Male,African-American,77,17,Intake,English,Probation Violator,Probation,Single,3,8,0.1115,10,High,New
52146,DRRD,Male,African-American,77,17,Intake,English,Probation Violator,Probation,Single,3,18,0.5922,6,Medium,New
52137,PRETRIAL,Male,Other,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0421,3,Low,New
52137,PRETRIAL,Male,Other,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0792,5,Medium,New
52137,PRETRIAL,Male,Other,90,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4369,3,Low,New
52147,Probation,Female,African-American,81,22,Intake,English,Other,Probation,Single,1,7,0.0252,1,Low,New
52147,Probation,Female,African-American,81,22,Intake,English,Other,Probation,Single,1,8,0.0553,2,Low,New
52147,Probation,Female,African-American,81,22,Intake,English,Other,Probation,Single,1,18,0.4175,2,Low,New
52155,Probation,Male,Caucasian,91,22,Intake,English,Other,Probation,Single,1,7,0.0419,3,Low,New
52155,Probation,Male,Caucasian,91,22,Intake,English,Other,Probation,Single,1,8,0.0691,3,Low,New
52155,Probation,Male,Caucasian,91,22,Intake,English,Other,Probation,Single,1,18,0.5146,5,Medium,New
52144,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0614,7,Medium,New
52144,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0854,7,Medium,New
52144,PRETRIAL,Male,Caucasian,92,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.3592,1,Low,New
52149,Probation,Male,Caucasian,50,22,Intake,English,Other,Probation,Married,1,7,0.0023,1,Low,New
52149,Probation,Male,Caucasian,50,22,Intake,English,Other,Probation,Married,1,8,0.0437,1,Low,New
52149,Probation,Male,Caucasian,50,22,Intake,English,Other,Probation,Married,1,18,0.3204,1,Low,New
52162,Probation,Male,Hispanic,79,22,Intake,Spanish,Other,Probation,Married,1,7,0.0291,1,Low,New
52162,Probation,Male,Hispanic,79,22,Intake,Spanish,Other,Probation,Married,1,8,0.0652,2,Low,New
52162,Probation,Male,Hispanic,79,22,Intake,Spanish,Other,Probation,Married,1,18,0.4757,3,Low,New
52150,Probation,Male,Caucasian,84,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0297,1,Low,New
52150,Probation,Male,Caucasian,84,22,Intake,English,Post Sentence,Probation,Single,1,8,0.065,2,Low,New
52150,Probation,Male,Caucasian,84,22,Intake,English,Post Sentence,Probation,Single,1,18,0.5146,5,Medium,New
46961,Probation,Male,African-American,70,17,Intake,English,Conditional Release,Probation,Married,1,7,0.02,1,Low,New
46961,Probation,Male,African-American,70,17,Intake,English,Conditional Release,Probation,Married,1,8,0.053,1,Low,New
46961,Probation,Male,African-American,70,17,Intake,English,Conditional Release,Probation,Married,1,18,0.3592,1,Low,New
52139,PRETRIAL,Male,African-American,94,22,Intake,English,Pretrial,Jail Inmate,Single,4,7,0.0645,8,High,New
52139,PRETRIAL,Male,African-American,94,22,Intake,English,Pretrial,Jail Inmate,Single,4,8,0.0911,8,High,New
52139,PRETRIAL,Male,African-American,94,22,Intake,English,Pretrial,Jail Inmate,Single,4,18,0.4757,3,Low,New
52154,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,7,0.0398,3,Low,New
52154,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,8,0.0781,5,Medium,New
52154,Probation,Male,African-American,82,22,Intake,English,Post Sentence,Probation,Single,1,18,0.4757,3,Low,New
52136,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0208,1,Low,New
52136,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0526,1,Low,New
52136,PRETRIAL,Male,Caucasian,77,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3204,1,Low,New
52142,PRETRIAL,Male,African-American,94,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0637,8,High,New
52142,PRETRIAL,Male,African-American,94,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0796,5,Medium,New
52142,PRETRIAL,Male,African-American,94,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.3592,1,Low,New
8209,PRETRIAL,Male,African-American,58,22,Intake,English,Pretrial,Jail Inmate,Married,1,7,0.0148,1,Low,Copy
8209,PRETRIAL,Male,African-American,58,22,Intake,English,Pretrial,Jail Inmate,Married,1,8,0.061,2,Low,Copy
8209,PRETRIAL,Male,African-American,58,22,Intake,English,Pretrial,Jail Inmate,Married,1,18,0.3981,2,Low,Copy
52152,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.039,3,Low,New
52152,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0713,3,Low,New
52152,PRETRIAL,Male,Caucasian,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4951,4,Low,New
52158,PRETRIAL,Female,African-American,88,22,Intake,English,Post Sentence,Probation,Separated,3,7,0.0581,6,Medium,New
52158,PRETRIAL,Female,African-American,88,22,Intake,English,Post Sentence,Probation,Separated,3,8,0.0856,8,High,New
52158,PRETRIAL,Female,African-American,88,22,Intake,English,Post Sentence,Probation,Separated,3,18,0.534,6,Medium,New
52160,PRETRIAL,Female,Caucasian,70,22,Intake,English,Post Sentence,Probation,Single,2,7,0.0322,2,Low,New
52160,PRETRIAL,Female,Caucasian,70,22,Intake,English,Post Sentence,Probation,Single,2,8,0.0794,6,Medium,New
52160,PRETRIAL,Female,Caucasian,70,22,Intake,English,Post Sentence,Probation,Single,2,18,0.5146,5,Medium,New
52178,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,2,7,0.0546,6,Medium,New
52178,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,2,8,0.0777,6,Medium,New
52178,Probation,Female,African-American,87,22,Intake,English,Other,Probation,Single,2,18,0.4563,3,Low,New
52184,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Pretrial Defendant,Single,4,7,0.0814,10,High,New
52184,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Pretrial Defendant,Single,4,8,0.0959,10,High,New
52184,PRETRIAL,Female,African-American,87,22,Intake,English,Pretrial,Pretrial Defendant,Single,4,18,0.4951,4,Low,New
52196,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0344,2,Low,New
52196,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0625,2,Low,New
52196,PRETRIAL,Male,African-American,66,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3981,2,Low,New
52195,Probation,Female,Caucasian,63,22,Intake,English,Post Sentence,Probation,Divorced,1,7,0.0101,1,Low,New
52195,Probation,Female,Caucasian,63,22,Intake,English,Post Sentence,Probation,Divorced,1,8,0.0472,1,Low,New
52195,Probation,Female,Caucasian,63,22,Intake,English,Post Sentence,Probation,Divorced,1,18,0.3786,1,Low,New
52060,PRETRIAL,Male,African-American,93,17,Intake,English,Pretrial,Pretrial Defendant,Single,3,7,0.0722,9,High,Copy
52060,PRETRIAL,Male,African-American,93,17,Intake,English,Pretrial,Pretrial Defendant,Single,3,8,0.0814,6,Medium,Copy
52060,PRETRIAL,Male,African-American,93,17,Intake,English,Pretrial,Pretrial Defendant,Single,3,18,0.3398,1,Low,Copy
52165,PRETRIAL,Male,Caucasian,66,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0295,1,Low,New
52165,PRETRIAL,Male,Caucasian,66,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0619,2,Low,New
52165,PRETRIAL,Male,Caucasian,66,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3981,2,Low,New
52173,PRETRIAL,Female,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0301,1,Low,New
52173,PRETRIAL,Female,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0559,2,Low,New
52173,PRETRIAL,Female,African-American,84,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3204,1,Low,New
52190,Probation,Female,Asian,72,22,Intake,English,Post Sentence,Probation,Married,1,7,0.02,1,Low,New
52190,Probation,Female,Asian,72,22,Intake,English,Post Sentence,Probation,Married,1,8,0.0577,2,Low,New
52190,Probation,Female,Asian,72,22,Intake,English,Post Sentence,Probation,Married,1,18,0.3981,2,Low,New
52060,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Pretrial Defendant,Single,3,7,0.0763,10,High,Copy
52060,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Pretrial Defendant,Single,3,8,0.0814,6,Medium,Copy
52060,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Pretrial Defendant,Single,3,18,0.4175,2,Low,Copy
46280,PRETRIAL,Male,African-American,89,17,Intake,English,Pretrial,Probation,Single,2,7,0.0577,6,Medium,Copy
46280,PRETRIAL,Male,African-American,89,17,Intake,English,Pretrial,Probation,Single,2,8,0.0742,4,Low,Copy
46280,PRETRIAL,Male,African-American,89,17,Intake,English,Pretrial,Probation,Single,2,18,0.3786,1,Low,Copy
52176,PRETRIAL,Male,African-American,77,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0256,1,Low,New
52176,PRETRIAL,Male,African-American,77,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0649,2,Low,New
52176,PRETRIAL,Male,African-American,77,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4757,3,Low,New
52193,PRETRIAL,Male,Hispanic,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.028,1,Low,New
52193,PRETRIAL,Male,Hispanic,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.0643,2,Low,New
52193,PRETRIAL,Male,Hispanic,80,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.4369,3,Low,New
52168,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,3,7,0.0606,7,Medium,New
52168,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,3,8,0.0934,9,High,New
52168,PRETRIAL,Male,African-American,86,22,Intake,English,Pretrial,Jail Inmate,Single,3,18,0.3981,2,Low,New
52169,PRETRIAL,Male,Other,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,7,0.0493,5,Medium,New
52169,PRETRIAL,Male,Other,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,8,0.075,4,Low,New
52169,PRETRIAL,Male,Other,89,22,Intake,English,Pretrial,Jail Inmate,Single,1,18,0.3592,1,Low,New
52182,Probation,Male,Hispanic,76,22,Intake,English,Post Sentence,Probation,Single,2,7,0.0435,3,Low,New
52182,Probation,Male,Hispanic,76,22,Intake,English,Post Sentence,Probation,Single,2,8,0.0854,7,Medium,New
52182,Probation,Male,Hispanic,76,22,Intake,English,Post Sentence,Probation,Single,2,18,0.6505,8,High,New
52164,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Jail Inmate,Single,2,7,0.0602,7,Medium,New
52164,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Jail Inmate,Single,2,8,0.0868,7,Medium,New
52164,PRETRIAL,Male,African-American,93,22,Intake,English,Pretrial,Jail Inmate,Single,2,18,0.3592,1,Low,New
52174,PRETRIAL,Male,African-American,72,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,7,0.0468,4,Low,New
52174,PRETRIAL,Male,African-American,72,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,8,0.0808,5,Medium,New
52174,PRETRIAL,Male,African-American,72,22,Intake,English,Pretrial,Jail Inmate,Divorced,1,18,0.4757,3,Low,New
